card_name,set_name,type,is_kingdom_card,cost,card_text,clean,in_supply,supply,clean_name,split_name,images
Zombie Mason,Nocturne,Action-Zombie,1,$3,Trash the top card of your deck. You may gain a card costing up to $1 more than it.,zombie mason,1,1,zombie mason,"['zombie', 'mason']",https://raw.githubusercontent.com/NoahChristiansen/extra-dominion-cards/main/card_images/zombie%20mason.jpg
Zombie Spy,Nocturne,Action-Zombie,1,$3,+1 Card\n+1 Action\nLook at the top card of your deck. Discard it or put it back.,zombie spy,1,1,zombie spy,"['zombie', 'spy']",https://raw.githubusercontent.com/NoahChristiansen/extra-dominion-cards/main/card_images/zombie%20spy.jpg
Shepherd,Nocturne,Action,1,$4,"+1 Action\nDiscard any number of Victory cards, revealing them. +2 Cards per card discarded.\n(When this is in the supply each player replaces one starting copper with Heirloom: Pasture)",shepherd,1,1,shepherd,['shepherd'],https://raw.githubusercontent.com/NoahChristiansen/extra-dominion-cards/main/card_images/shepherd.jpg
Pasture,Nocturne,Treasure-Victory-Heirloom,1,$2,Worth $1\dWorth 1VP per Estate you have.,pasture,1,1,pasture,['pasture'],https://raw.githubusercontent.com/NoahChristiansen/extra-dominion-cards/main/card_images/pasture.jpg
Skulk,Nocturne,Action-Attack-Doom,1,$4,"+1 Buy\nEach other player receives the next Hex.\dWhen you gain this, gain a Gold.",skulk,1,1,skulk,['skulk'],https://raw.githubusercontent.com/NoahChristiansen/extra-dominion-cards/main/card_images/skulk.jpg
Cobbler,Nocturne,Night-Duration,1,$5,"At the start of your next turn, gain a card to hand costing up to $4.",cobbler,1,1,cobbler,['cobbler'],https://raw.githubusercontent.com/NoahChristiansen/extra-dominion-cards/main/card_images/cobbler.jpg
Crypt,Nocturne,Night-Duration,1,$5,"Set aside any number of Treasures you have in play (under this). While any remain, at the start of each of your turns, put one of them into your hand.",crypt,1,1,crypt,['crypt'],https://raw.githubusercontent.com/NoahChristiansen/extra-dominion-cards/main/card_images/crypt.jpg
Cursed Village,Nocturne,Action-Doom,1,$5,"+2 Actions\nDraw until you have 6 cards in hand.\dWhen you gain this, receive a Hex.",cursed village,1,1,cursed village,"['cursed', 'village']",https://raw.githubusercontent.com/NoahChristiansen/extra-dominion-cards/main/card_images/cursed%20village.jpg
Den of Sin,Nocturne,Night-Duration,1,$5,At the start of your next turn: +2 Cards.\dThis is gained to your hand (instead of your discard pile).,den of sin,1,1,den of sin,"['den', 'of', 'sin']",https://raw.githubusercontent.com/NoahChristiansen/extra-dominion-cards/main/card_images/den%20of%20sin.jpg
Idol,Nocturne,Treasure-Attack-Fate,1,$5,"When you play this, if you then have an odd number of Idols in play, receive a Boon; if an even number, each other player gains a Curse.",idol,1,1,idol,['idol'],https://raw.githubusercontent.com/NoahChristiansen/extra-dominion-cards/main/card_images/idol.jpg
Pooka,Nocturne,Action,1,$5,You may trash a Treasure other than Cursed Gold from your hand for +4 Cards.\n(When this is in the supply each player replaces one starting copper with Heirloom: Cursed Gold),pooka,1,1,pooka,['pooka'],https://raw.githubusercontent.com/NoahChristiansen/extra-dominion-cards/main/card_images/pooka.jpg
Cursed Gold,Nocturne,Treasure-Heirloom,1,$4,"Worth $3\nWhen you play this, gain a Curse.",cursed gold,1,1,cursed gold,"['cursed', 'gold']",https://raw.githubusercontent.com/NoahChristiansen/extra-dominion-cards/main/card_images/cursed%20gold.jpg
Sacred Grove,Nocturne,Action-Fate,1,$5,"+1 Buy\n+$3\nReceive a Boon. If it doesnt give +$1, each other player may receive it.",sacred grove,1,1,sacred grove,"['sacred', 'grove']",https://raw.githubusercontent.com/NoahChristiansen/extra-dominion-cards/main/card_images/sacred%20grove.jpg
Tormentor,Nocturne,Action-Attack-Doom,1,$5,"+$2\nIf you have no other cards in play, gain an Imp from its pile. Otherwise, each other player receives the next Hex.",tormentor,1,1,tormentor,['tormentor'],https://raw.githubusercontent.com/NoahChristiansen/extra-dominion-cards/main/card_images/tormentor.jpg
Tragic Hero,Nocturne,Action,1,$5,"+3 Cards\n+1 Buy\nIf you have 8 or more cards in hand (after drawing), trash this and gain a Treasure.",tragic hero,1,1,tragic hero,"['tragic', 'hero']",https://raw.githubusercontent.com/NoahChristiansen/extra-dominion-cards/main/card_images/tragic%20hero.jpg
Vampire,Nocturne,Night-Attack-Doom,1,$5,Each other player receives the next Hex. Gain a card costing up to $5 other than a Vampire. Exchange this for a Bat.,vampire,1,1,vampire,['vampire'],https://raw.githubusercontent.com/NoahChristiansen/extra-dominion-cards/main/card_images/vampire.jpg
Werewolf,Nocturne,Action-Attack-Night-Doom,1,$5,"If its your Night phase, each other player receives the next Hex. Otherwise, +3 Cards.",werewolf,1,1,werewolf,['werewolf'],https://raw.githubusercontent.com/NoahChristiansen/extra-dominion-cards/main/card_images/werewolf.jpg
Raider,Nocturne,Night-Attack-Duration,1,$6,"Each other player with 5 or more cards in hand discards a copy of a card you have in play (or reveals they cant).\nAt the start of your next turn, +$3",raider,1,1,raider,['raider'],https://raw.githubusercontent.com/NoahChristiansen/extra-dominion-cards/main/card_images/raider.jpg
Border Guard,Renaissance,Action,1,$2,"Reveal the top 2 cards of your deck. Put one into your hand and discard the other. If both were Actions, take the Lantern or Horn.",border guard,1,1,border guard,"['border', 'guard']",https://raw.githubusercontent.com/NoahChristiansen/extra-dominion-cards/main/card_images/border%20guard.jpg
Ducat,Renaissance,Treasure,1,$2,"+1 Coffers\n+1 Buy\dWhen you gain this, you may trash a Copper from your hand.",ducat,1,1,ducat,['ducat'],https://raw.githubusercontent.com/NoahChristiansen/extra-dominion-cards/main/card_images/ducat.jpg
Lackeys,Renaissance,Action,1,$2,"+2 Cards\dWhen you gain this, +2 Villagers.",lackeys,1,1,lackeys,['lackeys'],https://raw.githubusercontent.com/NoahChristiansen/extra-dominion-cards/main/card_images/lackeys.jpg
Acting Troupe,Renaissance,Action,1,$3,+4 Villagers\nTrash this.,acting troupe,1,1,acting troupe,"['acting', 'troupe']",https://raw.githubusercontent.com/NoahChristiansen/extra-dominion-cards/main/card_images/acting%20troupe.jpg
Cargo Ship,Renaissance,Action-Duration,1,$3,"+$2\nOnce this turn, when you gain a card, you may set it aside face up (on this). At the start of your next turn, put it into your hand.",cargo ship,1,1,cargo ship,"['cargo', 'ship']",https://raw.githubusercontent.com/NoahChristiansen/extra-dominion-cards/main/card_images/cargo%20ship.jpg
Experiment,Renaissance,Action,1,$3,"+2 Cards\n+1 Action\nReturn this to the supply.\dWhen you gain this, gain another Experiment (that doesnt come with another).",experiment,1,1,experiment,['experiment'],https://raw.githubusercontent.com/NoahChristiansen/extra-dominion-cards/main/card_images/experiment.jpg
Improve,Renaissance,Action,1,$3,"+$2\dAt the start of Clean-up, you may trash an Action card you would discard from play this turn, to gain a card costing exactly $1 more than it.",improve,1,1,improve,['improve'],https://raw.githubusercontent.com/NoahChristiansen/extra-dominion-cards/main/card_images/improve.jpg
Flag Bearer,Renaissance,Action,1,$4,"+$2\dWhen you gain or trash this, take the Flag.",flag bearer,1,1,flag bearer,"['flag', 'bearer']",https://raw.githubusercontent.com/NoahChristiansen/extra-dominion-cards/main/card_images/flag%20bearer.jpg
Hideout,Renaissance,Action,1,$4,"+1 Card\n+2 Actions\nTrash a card from your hand. If its a Victory card, gain a Curse.",hideout,1,1,hideout,['hideout'],https://raw.githubusercontent.com/NoahChristiansen/extra-dominion-cards/main/card_images/hideout.jpg
Inventor,Renaissance,Action,1,$4,"Gain a card costing up to $4, then cards cost $1 less this turn (but not less than $0).",inventor,1,1,inventor,['inventor'],https://raw.githubusercontent.com/NoahChristiansen/extra-dominion-cards/main/card_images/inventor.jpg
Mountain Village,Renaissance,Action,1,$4,"+2 Actions\nLook through your discard pile and put a card from it into your hand; if you cant, +1 Card.",mountain village,1,1,mountain village,"['mountain', 'village']",https://raw.githubusercontent.com/NoahChristiansen/extra-dominion-cards/main/card_images/mountain%20village.jpg
Patron,Renaissance,Action-Reaction,1,$4,"+1 Villager\n+$2\dWhen something causes you to reveal this (using the word reveal), +1 Coffers.",patron,1,1,patron,['patron'],https://raw.githubusercontent.com/NoahChristiansen/extra-dominion-cards/main/card_images/patron.jpg
Priest,Renaissance,Action,1,$4,"+$2\nTrash a card from your hand. For the rest of this turn, when you trash a card, +$2.",priest,1,1,priest,['priest'],https://raw.githubusercontent.com/NoahChristiansen/extra-dominion-cards/main/card_images/priest.jpg
Research,Renaissance,Action-Duration,1,$4,"+1 Action\nTrash a card from your hand. Per $1 it costs, set aside a card from your deck face down (on this). At the start of your next turn, put those cards into your hand.",research,1,1,research,['research'],https://raw.githubusercontent.com/NoahChristiansen/extra-dominion-cards/main/card_images/research.jpg
Silk Merchant,Renaissance,Action,1,$4,"+2 Cards\n+1 Buy\dWhen you gain or trash this, +1 Coffers and +1 Villager.",silk merchant,1,1,silk merchant,"['silk', 'merchant']",https://raw.githubusercontent.com/NoahChristiansen/extra-dominion-cards/main/card_images/silk%20merchant.jpg
Old Witch,Renaissance,Action-Attack,1,$5,+3 Cards\nEach other player gains a Curse and may trash a Curse from their hand.,old witch,1,1,old witch,"['old', 'witch']",https://raw.githubusercontent.com/NoahChristiansen/extra-dominion-cards/main/card_images/old%20witch.jpg
Recruiter,Renaissance,Action,1,$5,+2 Cards\nTrash a card from your hand. +1 Villager per $1 it costs.,recruiter,1,1,recruiter,['recruiter'],https://raw.githubusercontent.com/NoahChristiansen/extra-dominion-cards/main/card_images/recruiter.jpg
Scepter,Renaissance,Treasure,1,$5,"When you play this, chose one: +$2; or replay an Action card you played this turn thats still in play.",scepter,1,1,scepter,['scepter'],https://raw.githubusercontent.com/NoahChristiansen/extra-dominion-cards/main/card_images/scepter.jpg
Scholar,Renaissance,Action,1,$5,Discard your hand.\n+7 Cards.,scholar,1,1,scholar,['scholar'],https://raw.githubusercontent.com/NoahChristiansen/extra-dominion-cards/main/card_images/scholar.jpg
Sculptor,Renaissance,Action,1,$5,"Gain a card to your hand costing up to $4. If its a Treasure, +1 Villager.",sculptor,1,1,sculptor,['sculptor'],https://raw.githubusercontent.com/NoahChristiansen/extra-dominion-cards/main/card_images/sculptor.jpg
Seer,Renaissance,Action,1,$5,+1 Card\n+1 Action\nReveal the top 3 cards of your deck. Put the ones costing from $2 to $4 into your hand. Put the rest back in any order.,seer,1,1,seer,['seer'],https://raw.githubusercontent.com/NoahChristiansen/extra-dominion-cards/main/card_images/seer.jpg
Spices,Renaissance,Treasure,1,$5,"$2\n+1 Buy\dWhen you gain this, +2 Coffers.",spices,1,1,spices,['spices'],https://raw.githubusercontent.com/NoahChristiansen/extra-dominion-cards/main/card_images/spices.jpg
Swashbuckler,Renaissance,Action,1,$5,"+3 Cards\nIf your discard pile has any cards in it: +1 Coffers, then if you have at least 4 Coffers tokens, take the Treasure Chest.",swashbuckler,1,1,swashbuckler,['swashbuckler'],https://raw.githubusercontent.com/NoahChristiansen/extra-dominion-cards/main/card_images/swashbuckler.jpg
Treasurer,Renaissance,Action,1,$5,+$3\nChoose one: Trash a Treasure from your hand; or gain a Treasure from the trash to your hand; or take the Key.,treasurer,1,1,treasurer,['treasurer'],https://raw.githubusercontent.com/NoahChristiansen/extra-dominion-cards/main/card_images/treasurer.jpg
Villain,Renaissance,Action-Attack,1,$5,+2 Coffers\nEach other player with 5 or more cards in hand discards one costing $2 or more (or reveals they cant).,villain,1,1,villain,['villain'],https://raw.githubusercontent.com/NoahChristiansen/extra-dominion-cards/main/card_images/villain.jpg
